contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var	5.bam	5.bam-var	6.bam	6.bam-var
contig_103	5370	130.37	3.10824	7.73669	0.447893	2.27148	123.9	37.2968	0	0	2.91475	2.08564	0	0	0	0
contig_1030	37490	5.31532	0.276138	0.217765	0	0	3.44855	3.72988	0	0	0	0	1.58856	0.865055	0.00206213	0.00206055
contig_1033	3296	91.39	17.4272	29.8753	8.05054	1.88003	19.124	13.2024	11.0305	12.2316	1.49142	0.94635	31.3134	46.5088	2.95296	0.653426
contig_1034	55065	13.7366	0.127379	0.202053	0.287863	1.7776	7.92911	16.8641	3.79337	23.5781	0.359956	1.48089	0.972776	3.29243	0.266175	0.63107
contig_1036	43127	175.923	11.967	229.144	15.2963	254.364	97.2486	349.114	7.96782	208.071	10.5717	121.074	8.20174	167.797	24.6697	678.826
contig_1037	317636	168.578	7.01832	75.8057	5.31451	5.59167	69.9555	79.2259	19.5199	25.2546	36.9443	92.596	12.0935	90.977	17.7323	29.5121
contig_1038	96469	21.9399	3.73229	4.60621	1.26133	1.52313	7.26115	4.4547	1.67193	1.65987	7.14416	14.6231	0.268556	1.09081	0.600525	0.567656
contig_1039	33137	25.63	2.83275	13.3713	3.44427	4.21029	6.83193	14.4239	1.78082	1.68041	8.45736	19.5415	1.85849	41.3232	0.42441	0.360761
contig_104	5291	113.486	0.105621	0.0944945	61.134	27.8993	47.5843	16.4289	0	0	4.66154	2.16435	0	0	0	0
contig_1040	6448	16.0341	1.641	3.56315	0.246745	0.185897	8.11893	44.4764	3.21467	22.3783	1.42585	5.04227	0.502223	0.692179	0.884725	2.29554
contig_1041	5629	3.8695	0	0	0	0	3.83501	0.965883	0	0	0	0	0.0344953	0.0333115	0	0
contig_1042	19756	7.82643	0.15633	0.131879	0.650413	0.60268	3.98562	4.08315	0.802509	0.670774	0.462409	0.301789	0.507396	1.30861	1.26176	1.72238
contig_1043	50205	31.808	0.907342	3.55905	3.72123	188.935	5.2522	4.93156	0.191569	0.384924	0.648447	6.24474	20.6746	535.685	0.412626	2.65032
contig_1044	438134	38.0707	6.72563	23.5141	4.31846	11.395	12.8957	16.0782	1.36867	2.29653	3.62433	9.13521	6.22016	23.4006	2.9178	5.19557
contig_1045	260281	13.2907	0.0575441	0.116873	0.000434397	0.000434131	7.25615	8.11532	0.0943294	0.143982	2.84388	4.75843	0.250762	0.446466	2.78763	5.12038
contig_1046	596	62.0359	12.2265	1.45197	12.2803	3.81114	3.96188	1.87046	27.8767	10.1353	1.92152	0.0859625	1.87892	0.385305	1.89013	0.120486
contig_1047	524	45.8931	8.51604	2.00912	0.903743	0.0872246	8.80481	3.65884	14.3209	16.6796	4.99198	0.892696	7.70856	4.78616	0.647059	0.228986
contig_1048	650	1.442	0	0	0	0	0.84	0.13467	0.602	0.240075	0	0	0	0	0	0
contig_1049	591	4.12245	1.39229	0.266213	0.827664	0.142961	1.57823	0.26716	0	0	0	0	0	0	0.324263	0.219614
contig_105	6692	214.99	109.883	830.83	43.1403	688.534	12.7732	1.74215	0	0	49.194	1574.46	0	0	0	0
contig_1050	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
contig_1051	953	31.7335	0	0	0	0	28.01	5.19191	0.953923	0.0440088	0	0	1.92279	0.365604	0.846824	0.129873
contig_1053	626	39.1744	17.3971	4.73255	0	0	2.27941	0.298607	0	0	3.44538	1.13596	11.8824	3.39666	4.17017	1.02151
contig_1055	1860	4.60292	0	0	0	0	2.49357	6.13661	0	0	0	0	0	0	2.10936	3.6925
contig_1058	2217	16.4165	0.339139	0.230044	3.44267	11.3029	4.19352	8.1658	3.93566	11.0497	0.1403	0.120674	3.78616	5.75294	0.5791	0.24386
contig_1059	1470	23.5705	3.47879	3.24437	0.199242	0.159669	13.3689	4.08441	0	0	0.625758	0.63923	5.89773	11.8645	0	0
contig_1060	180673	395.393	70.3743	705.371	33.1316	92.0444	146.692	404.509	50.9747	387.915	37.2575	408.589	36.92	6545.97	20.0433	48.1984
contig_1061	4616	32.5887	7.78728	25.618	2.60188	4.97808	21.4969	22.7814	0	0	0.0447828	0.0427806	0.471115	0.606208	0.186744	0.151904
contig_1062	53441	300.517	50.7558	2336.52	20.2471	430.217	135.459	1919.01	30.2973	738.84	20.8783	578.769	18.2422	206.343	24.6375	780.261
contig_1063	14337	13.9394	1.07528	17.513	0.0413054	0.0396044	5.07923	21.9319	4.74033	358.272	0.328752	1.77816	0.964545	12.7267	1.70995	25.5138
contig_1065	625	41.6905	0	0	0	0	33.0463	5.58014	0	0	0	0	4.74316	0.343175	3.90105	0.680063
contig_1066	2790	8.32008	0	0	0	0	8.32008	4.0002	0	0	0	0	0	0	0	0
contig_1067	642	20.248	5.14228	0.631447	1.94715	0.0623746	8.89024	0.631513	0	0	0	0	0	0	4.26829	0.665145
contig_1068	510	6.33889	0	0	0	0	3.10833	2.39212	0	0	0	0	3.23056	2.36732	0	0
contig_107	2701	122.648	7.86868	9.01369	19.8181	22.6963	91.8663	367.903	0	0	3.09486	3.83654	0	0	0	0
contig_1070	3338	27.1644	0	0	0	0	13.5797	44.0906	4.76662	5.29684	0	0	8.81807	8.52406	0	0
contig_1072	5339	108.64	10.8944	15.0118	0	0	16.7714	15.8082	10.7335	22.0414	0	0	27.0299	99.4924	43.2104	137.948
contig_1073	2977	5.58047	2.00035	1.81351	0	0	1.61514	1.30687	0	0	0	0	0.660417	0.224347	1.30456	0.821941
contig_1074	482968	243.718	10.1613	35.2213	0.000944455	0.000942762	135.515	209.619	1.48527	7.66791	0.0794295	0.179239	51.6824	174.788	44.7941	286.788
contig_1075	998287	229.952	8.77964	37.1167	0.15777	5.49755	141.699	565.44	2.32515	33.765	0.127781	1.94702	43.28	433.921	33.5833	353.328
contig_1077	2640	20.7261	1.87189	3.21824	0	0	8.53494	14.7046	0	0	0	0	0	0	10.3193	1.4332
contig_1078	251657	36.1688	15.0377	72.6344	0.0429173	0.284427	8.75244	9.97415	3.17413	5.67072	0.00598393	0.0103933	7.31436	21.9331	1.84126	2.62826
contig_1079	210992	32.1011	11.343	52.4309	0.00252796	0.00252079	8.37654	6.58418	2.41903	3.711	0.0368807	0.172519	8.48156	15.7085	1.44158	2.16838
contig_108	138358	400.633	88.4577	222.627	76.5909	133.754	61.8739	79.7831	0	0	173.361	458.444	0.333628	0.360478	0.0157299	0.0154794
contig_1080	213572	27.3986	9.20678	38.5171	0.00665817	0.00844956	7.98455	9.68339	2.18886	3.22283	0.00469961	0.00640023	6.02954	14.4375	1.97754	2.82633
contig_1081	324937	30.2585	11.1429	53.2829	0.344601	3.2834	7.17379	5.96223	2.79051	11.8258	0.162466	1.25099	7.28699	24.2817	1.35725	3.86369
contig_1082	47262	13.4126	1.84798	1.93977	1.22463	2.87198	5.39022	8.231	0.130179	0.113194	2.29827	4.64553	0.673671	0.850173	1.84766	2.75223
contig_1083	66915	20.6872	0.141976	0.212944	0.0526773	0.777209	14.9471	40.854	0.09493	0.0883314	2.73681	5.77911	0.804029	1.41078	1.90965	3.41403
contig_1084	5408	104.033	87.5645	11134.6	2.00856	9.09787	3.42145	1.3715	0	0	10.7117	179.589	0.14245	0.122173	0.18391	0.237235
contig_1085	9144	2.38481	0	0	0	0	2.37436	1.33217	0	0	0	0	0.0104514	0.0103421	0	0
contig_1086	67255	6.87661	0.774369	1.01183	0.244229	0.404317	5.64992	2.6092	0	0	0.0860294	0.078592	0.0244095	0.0238226	0.0976529	0.120972
contig_1087	79488	125.358	90.5408	2390.33	0.552295	2.01989	13.7809	324.83	1.78429	21.1738	5.27853	21.8731	10.3244	62.1599	3.09665	15.8806
contig_1088	2902	10.77	3.75436	3.22214	0.954215	0.0437059	2.42078	0.34269	0	0	0	0	3.64062	0.952228	0	0
contig_1089	247973	5.9319	0.227416	0.226703	0.00203774	0.00202961	4.89369	4.4561	0	0	0	0	0.527243	0.645637	0.281515	0.30206
contig_109	18161	126.132	9.25074	116.711	10.4952	120.45	94.0834	818.312	0	0	12.3031	175.279	0	0	0	0
contig_1090	106740	9.33451	0.0673984	0.0654311	0.0377334	0.0363453	5.02998	3.07123	1.14378	1.61954	0.518388	0.741521	2.33368	3.59922	0.203546	0.376247
contig_1091	41460	259.436	62.0131	516.419	18.7512	110.564	99.1564	942.539	27.6441	261.292	25.3089	210.306	15.9792	61.756	10.5835	35.6321
contig_1092	139543	50.0815	7.29897	27.6194	6.73997	20.7222	16.2583	28.3775	2.04855	3.07574	5.22631	12.855	8.96118	39.8587	3.54821	6.65344
contig_1098	537	50.4393	8.03101	6.99387	4.94057	2.37729	16.969	7.53791	12.0207	2.55916	4.73643	0.204964	3.7416	0.280207	0	0
contig_1099	708	11.0609	1.38889	2.39607	2.05018	2.45349	3.23118	7.64666	1.04122	1.14192	1.31541	1.11039	1.3638	1.54963	0.670251	0.221411
contig_11	17304	226.812	97.8757	4173.77	10.5029	152.458	86.1392	3840.8	0	0	32.0937	902.783	0.152501	0.129227	0.0476274	0.045356
contig_110	7266	591.129	275.21	398.073	38.908	47.6779	235.347	347.954	0.719365	0.201888	40.1303	35.1638	0	0	0.814784	0.15093
contig_1100	709	5.77102	0.939177	0.0572261	0	0	3.89982	0.133315	0	0	0	0	0.932021	0.393222	0	0
contig_1106	1793	7.3238	0.307973	0.220565	0	0	3.78698	0.228648	0.371881	0.233727	0	0	0	0	2.85697	0.177459
contig_1107	36321	62.7926	12.5634	891.8	4.17221	168.207	22.3759	2029.35	11.4555	420.658	7.25191	248.424	4.36609	133.147	0.607559	4.54789
contig_1109	60970	4.44898	0.00466952	0.00784577	0.0213581	0.0212954	4.10421	4.22681	0.00318974	0.0031844	0.102976	0.0924334	0.212578	1.55909	0	0
contig_111	5482	3.40266	0	0	0	0	3.40266	8.29369	0	0	0	0	0	0	0	0
contig_1112	1176	37.4513	0	0	0	0	37.4513	3.79516	0	0	0	0	0	0	0	0
contig_1113	2639	13.8815	0	0	0.926075	0.0684864	6.75492	1.24698	0	0	1.03134	1.16785	0	0	5.16914	2.95561
contig_1114	23717	16.4895	0.355921	1.21677	0.00343701	0.00342676	13.0113	14.9922	0.0633937	0.0593863	0.0840158	0.0769787	2.97136	10.165	0	0
contig_1115	68387	77.9205	19.2046	531.861	2.57413	6.96772	7.18576	29.3112	0.796034	0.869227	19.1966	407.51	12.0694	129.715	16.894	302.134
contig_1116	50490	12.6872	0.780274	4.17935	1.81397	45.4448	4.0112	2.78482	2.44611	91.5554	1.01021	10.251	1.27475	19.791	1.35072	20.6983
contig_1117	29426	52.3066	10.1024	9.57326	8.95068	4.73724	13.4141	13.5615	2.60657	1.66209	3.80861	4.51954	8.87635	11.3464	4.54785	3.22892
contig_1118	16616	466.587	100.509	466.084	0.430098	1.12502	145.294	419.365	104.705	885.398	17.4165	47.3826	91.4114	398.811	6.82133	5.40077
contig_1119	19343	87.3965	13.3403	226.967	6.73079	66.2123	27.9008	592.665	10.5424	143.764	3.68634	25.2765	22.2175	773.325	2.97827	22.6423
contig_112	564466	467.591	137.564	6622.95	46.3635	349.436	231.725	16457.5	0.148906	0.228776	50.9648	1671.22	0.68829	3.18551	0.136411	0.119039
contig_1120	218073	30.6401	11.6168	40.0777	0.0478655	0.616464	8.47188	6.58958	2.46632	4.93639	0.390491	6.87761	6.06518	11.6301	1.58158	2.16312
contig_1121	23177	90.8938	4.60681	37.9819	33.3109	503.518	32.5143	65.0143	2.93186	72.1496	12.1662	634.567	4.4932	59.5133	0.870587	5.2131
contig_1122	12390	49.9232	7.3933	2.25567	3.0924	2.38312	25.8141	17.6744	0.744935	2.96369	0.477042	2.79461	0.322876	2.29348	12.0785	29.4423
contig_1123	71354	47.0311	8.28122	27.0742	6.62755	13.5315	12.8835	21.3987	1.48032	1.69219	5.57372	10.8556	8.36919	21.2356	3.81554	6.00139
contig_1124	20454	157.727	108.664	206.147	1.18208	13.6988	9.61687	6.61535	22.512	2700.32	2.61402	30.059	0.0364953	0.0351676	13.1016	126.089
contig_1125	43404	6.84929	1.17941	1.60829	0.213784	0.230478	5.21986	5.23459	0	0	0.104846	0.184394	0.0349101	0.0466394	0.0964766	0.0871619
contig_1126	16951	8.75144	2.34802	3.02206	0	0	6.2585	6.60968	0	0	0	0	0.144932	0.192021	0	0
contig_1127	10121	3.48721	0	0	0	0	3.04373	1.28335	0	0	0	0	0.443486	0.364452	0	0
contig_1128	14413	16.8591	2.68373	1.57776	2.56881	0.748273	5.19211	4.18428	0.193227	0.15591	2.41632	1.60549	0.281007	0.202038	3.52394	1.23213
contig_1129	15013	34.9559	13.3965	17.1195	0	0	5.47575	4.41827	0	0	0	0	16.0837	185.539	0	0
contig_113	8185	8.87953	5.33217	1.48896	0	0	3.54736	1.44881	0	0	0	0	0	0	0	0
contig_1130	177560	63.7829	22.069	29.6018	0.88353	0.875652	19.2153	21.326	1.19692	1.25104	8.05655	9.15631	4.21137	3.99438	8.15015	11.1347
contig_1133	2725	29.2509	4.95534	22.1641	1.29437	1.40823	14.7534	4.7165	0.96466	0.320037	1.77553	0.937184	4.80349	31.9818	0.704078	0.36228
contig_1134	6611	16.0435	2.71552	2.33534	0.040551	0.0389161	3.87324	0.444157	0	0	0	0	7.26668	5.67549	2.1475	0.255474
contig_1135	35759	43.0561	21.0415	930.309	0.666882	15.3617	16.4818	56.9073	0.586116	2.20866	0.0875902	0.23901	2.58159	46.0668	1.61058	10.2445
contig_1136	71398	145.639	67.5797	621.314	1.93121	53.3031	23.8416	31.0605	28.2919	184.599	8.60346	44.1269	12.3355	23.6494	3.05592	5.77405
contig_1137	243261	127.658	8.1804	631.938	26.4977	406.145	35.8749	411.896	18.3796	250.611	17.4549	252.451	16.6061	296.024	4.66479	23.6565
contig_1139	122948	25.7987	0.701168	3.35541	1.11948	8.47301	9.90611	12.8095	0.387409	1.49626	1.11495	0.990141	1.59486	10.4082	10.9747	39.252
contig_114	171244	306.27	66.534	320.292	61.3024	230.278	54.7911	59.1013	0	0	123.562	1891.71	0.0667411	0.0623129	0.0134546	0.0133049
contig_1140	105528	64.9339	8.68161	96.7478	11.8895	975.102	15.1807	293.276	8.76682	462.041	5.2721	207.793	7.49982	82.9074	7.64329	427.055
contig_1141	4142	77.4587	28.9822	57.546	2.37675	1.29476	16.0453	10.7052	10.2813	414.011	6.4732	26.4666	6.26077	13.1795	7.03908	3.56847
contig_1142	16262	74.0935	20.2583	531.325	3.03407	22.2631	16.3111	246.351	12.9155	1164.51	3.88381	50.2218	13.5066	79.233	4.18402	38.0816
contig_1143	20005	14.4898	7.85923	348.471	0.110904	0.0986297	4.23264	12.9298	0.1724	0.29626	0.0206497	0.0504451	2.0545	27.1232	0.0394863	0.0965789
contig_1144	8386	16.6374	7.28133	4.16848	0.358184	0.229931	3.41209	0.857295	0.0829286	0.112498	0.0923992	0.0838747	5.32868	3.74795	0.0818358	0.075163
contig_1145	5337	15.1456	0.89705	4.43597	3.08656	10.1826	3.4012	2.06135	1.50684	4.39187	0.0933102	0.269715	1.05996	12.6187	5.10064	11.6198
contig_1146	8450	10.4723	1.96723	1.01122	0	0	3.05337	0.237775	0.0869879	0.0794313	0	0	4.52289	4.79294	0.841807	0.133182
contig_1147	44286	8.61324	1.32475	1.06298	0.0384267	0.0369432	5.92358	3.81055	0	0	0.0821098	0.151686	1.19993	1.57628	0.0444535	0.0424737
contig_1148	2457	26.8487	6.5687	2.76751	0.997833	0.561578	6.15735	1.75791	0	0	2.50108	0.498163	0.914608	0.0781354	9.70915	6.21246
contig_1149	2246	7.6312	0	0	0	0	3.24905	0.41431	0	0	4.38216	0.724049	0	0	0	0
contig_115	175468	310.031	61.0373	128.903	65.4543	183.863	46.5583	36.9513	0.0945539	0.0855577	136.792	314.173	0.0940691	0.0851795	0	0
contig_1150	21976	11.696	0.848758	1.03124	0	0	6.42999	7.23439	0.887978	0.827657	3.17534	66.6596	0.167873	0.214688	0.186062	0.310945
contig_1151	93792	16.6602	0.048568	0.0595447	0	0	8.74561	8.68522	0.00155913	0.00155518	4.54247	5.03416	0.0216463	0.021186	3.30036	3.90395
contig_1152	6816	6.86799	0.89814	0.277545	0	0	3.39739	0.989989	0.410891	0.24209	0.611461	0.23763	1.5501	1.29872	0	0
contig_1153	13354	6.62012	1.50591	4.58746	0.0168131	0.0165381	4.8115	11.9204	0	0	0.0337776	0.032628	0.214556	0.373065	0.0375644	0.0361494
contig_1154	6979	32.5437	2.041	13.264	0.10924	0.097321	5.0104	5.39179	4.10807	42.6723	10.4216	24.2617	7.4273	241.506	3.42612	78.898
contig_1155	2950	10.3032	0	0	0	0	8.60357	4.9131	0.720714	0.607925	0.757857	0.183568	0.221071	0.172251	0	0
contig_1157	2565	12.3387	0	0	0	0	10.2472	3.45965	0.0964803	0.0872078	0	0	1.99503	2.99251	0	0
contig_1158	21794	23.4146	7.17963	289.629	0.238034	0.311292	4.79066	2.16011	0.969507	5.68803	0.583811	2.89229	8.63117	646.179	1.02176	7.51449
contig_1159	49271	24.8775	1.93677	8.97481	0.106248	0.120523	20.1798	19.4283	0.0189939	0.0493649	1.7577	45.052	0.748743	19.0614	0.129273	0.288736
contig_116	479829	146.005	23.4	130.978	48.4135	311.052	43.5137	160.494	0.0407293	0.0392965	22.4125	79.3926	0.344733	0.411138	7.88008	15.7566
contig_1160	25412	27.7322	5.63586	13.2065	0.0337661	0.195499	21.0612	56.1485	0.331803	0.493144	0.0877999	0.613972	0.42938	5.91612	0.152363	0.129141
contig_1161	900	17.4547	6.284	1.77371	0	0	3.136	0.566256	0	0	0	0	6.66667	0.847349	1.368	0.264928
contig_1163	84788	349.176	80.9377	3899.37	21.3302	444.1	7.88686	6.94419	4.22522	12.3297	24.0078	410.202	159.914	15460.4	50.874	1350.35
contig_1164	65807	8.75692	1.20752	5.12973	0.19646	0.299862	5.3631	5.35951	0.725269	0.766822	0.89532	0.500178	0.0977961	0.0882985	0.271456	0.343469
contig_1165	2392	4.77609	1.07404	1.98644	0	0	3.35459	0.427082	0	0	0	0	0.347458	0.226833	0	0
contig_1166	8393	7.40422	3.11598	2.47642	0	0	4.24384	2.88815	0	0	0	0	0.0444013	0.0424348	0	0
contig_1167	86378	482.421	75.1923	1442.43	28.6444	440.768	137.141	4853.78	88.8129	2880.46	38.1722	236.796	69.7839	2011.95	44.6743	639.584
contig_1168	19986	226.622	37.229	1513.18	6.63929	94.7224	94.0036	2079.53	25.9217	1540.86	12.9851	71.8758	21.8964	449.046	27.9474	335.544
contig_1169	3936	158.004	45.7657	237.169	58.7343	2724.6	18.6527	7.09701	1.54517	0.682882	14.6712	117.665	16.9216	384.435	1.71368	2.32753
contig_117	2971	1.47324	0	0	0	0	1.47324	0.689799	0	0	0	0	0	0	0	0
contig_1171	35950	5.08047	0.0838827	0.146399	0.133464	0.11566	4.17469	2.0368	0	0	0.392095	0.261846	0.0240782	0.0234995	0.272263	0.510303
contig_1172	2955	4.77433	0	0	0.946524	0.0506346	3.82781	1.40577	0	0	0	0	0	0	0	0
contig_1173	3028	4.10215	0	0	0.974983	0.0243998	3.12717	0.211143	0	0	0	0	0	0	0	0
contig_1174	209150	34.8742	0.0321435	0.218271	0.640177	0.751502	18.0062	52.3954	0.0734545	0.100633	1.41958	1.34513	6.07182	21.5964	8.63082	67.6931
contig_1175	157155	6.11474	0.00442661	0.0044017	0.165785	0.302083	4.52068	3.6282	0.146327	0.202295	0.216598	0.223783	0.784032	2.01925	0.276896	1.52196
contig_1177	6082	37.4316	0.760115	0.59342	0	0	13.9466	21.9829	5.12374	91.8453	6.90341	3.22919	10.0032	348.921	0.694538	1.75428
contig_1178	9104	117.393	3.44461	1.71749	8.92272	67.5154	55.7062	426.473	0.158477	0.133398	36.5923	399.873	2.76692	7.26793	9.80199	37.5532
contig_1179	22383	202.654	8.27396	236.26	4.32951	43.3344	164.622	3412.57	1.26825	23.4904	0.586336	0.516761	15.5998	676.383	7.9745	116.842
contig_118	2.20277e+06	225.519	1.99351	10.9673	30.9411	134.633	135.239	320.647	22.0128	67.4369	31.2268	133.926	0.117684	0.142103	3.9881	5.54779
contig_1180	2617	35.3174	0	0	0	0	34.5695	8.02226	0	0	0.672882	0.220192	0.0749899	0.0693945	0	0
contig_1181	5337	448.059	96.0139	368.652	0.477926	1.10762	78.941	2295.26	86.6088	396.968	51.9142	377.558	79.2583	504.446	54.8452	679.344
contig_1182	142979	36.0137	10.9837	229.577	0.06603	0.218106	8.07247	6.99843	0.0514391	0.251734	0.285859	3.04264	16.5541	46.1857	0	0
contig_1183	469504	34.4014	8.29001	62.9163	0.0613631	3.98337	9.18858	10.2937	0.31913	5.87763	0.0469326	2.06087	15.9028	179.329	0.592557	54.254
contig_1184	49273	182.679	19.95	100.987	0	0	23.1727	50.7128	29.4371	419.373	0	0	75.1067	499.302	35.0124	115.603
contig_1186	29951	23.547	6.93426	26.1169	0	0	11.6028	6.54004	2.26489	33.2421	0	0	1.55062	33.0811	1.19442	23.4194
contig_1187	19578	67.4673	10.4614	102.376	1.31074	1.97295	14.4991	18.4374	0.527949	1.6161	9.056	29.3753	22.5383	2378.27	9.07381	55.6031
contig_1188	79179	66.8257	6.43784	41.9215	0.0753647	0.6468	7.96608	35.075	10.0882	114.688	0.00490959	0.00489039	19.829	644.048	22.4243	368.161
contig_1189	9729	8.37749	0	0	0.278944	0.201151	3.59818	1.08064	0.204823	0.162887	1.85562	2.72809	0.63848	1.36081	1.80144	0.604561
contig_119	2110	178.572	22.7964	107.869	23.9995	112.308	125.859	1770.61	0	0	5.91735	7.16106	0	0	0	0
contig_1190	25066	8.7618	1.31735	0.521065	1.58986	1.40822	3.42246	1.909	0.376906	0.395582	1.51617	0.498322	0.539051	0.273013	0	0
contig_1193	516	51.3552	5.39617	2.64535	0	0	7.63661	0.43471	0.773224	0.219665	0	0	37.5492	461.464	0	0
contig_1194	121723	68.7257	9.47733	284.276	2.86156	18.8353	14.8919	20.797	0.118028	0.851558	2.75416	11.0718	35.9927	212.541	2.63012	3.77276
contig_1195	10042	86.52	0.236656	0.33146	1.18469	7.24284	34.2999	97.9835	15.6744	105.178	0.84907	1.9553	1.18864	0.797074	33.0866	675.716
contig_1196	85373	581.701	5.00773	7.43507	3.48908	10.3236	112.275	592.042	58.6711	184.885	9.02477	79.3552	391.65	12538.8	1.58301	5.79698
contig_1197	35081	13.4264	1.89975	3.53798	1.29206	1.01533	6.04251	9.03816	0.0541067	0.0511811	1.80948	17.1222	0.913716	4.49343	1.41473	2.17683
contig_1198	80038	7.43421	0.987457	4.72034	0	0	5.14323	4.41408	0	0	0.643476	0.67169	0.660049	0.405939	0	0
contig_1199	126576	18.0005	1.69582	14.3265	0.356193	2.55701	7.67065	14.2751	1.44621	27.7974	2.86318	4.60075	2.58497	8.60044	1.38349	6.93269
contig_12	7317	426.169	75.2358	347.35	88.9983	35.0825	73.7928	16.7197	0	0	187.519	330.552	0.623273	0.234866	0	0
contig_120	2725	103.816	19.405	3.16027	0.0765049	0.0706853	84.3348	21.6581	0	0	0	0	0	0	0	0
contig_1200	27189	24.9652	2.87196	87.2272	4.55035	154.589	13.0333	28.6894	0.104257	0.107736	1.87159	32.3871	0.163468	1.06661	2.37024	66.6207
contig_1201	19932	41.6095	14.3013	237.985	1.41735	3.09298	11.5402	41.0131	0.33025	0.995044	1.19098	2.72115	7.35542	87.6252	5.47397	37.1046
contig_1202	2085	99.5028	25.7902	1010.74	0.625323	0.234413	13.276	49.3855	4.61499	11.6193	6.80207	20.4049	47.124	1175.69	1.27028	1.77953
contig_1203	10467	3.78695	0.321217	0.731911	0	0	3.41562	2.96389	0	0	0.0501115	0.0935523	0	0	0	0
contig_1204	6179	3.12871	0	0	0	0	3.12871	1.96332	0	0	0	0	0	0	0	0
contig_1205	4907	6.01472	1.68257	1.83661	0	0	4.2243	0.458287	0	0	0	0	0	0	0.107841	0.114752
