contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var
contig_1055	123609	85.1734	13.7386	180.69	13.3413	79.3123	9.04842	8.16402	13.7317	180.837	35.3133	522.308
contig_1058	2.83726e+06	192.165	18.0672	32.0113	26.3355	53.5184	61.3321	236.106	18.0666	32.0177	68.3635	260.525
contig_106	41218	106.197	13.8841	79.8265	16.6151	139.825	23.1489	320.549	13.8738	79.7925	38.6752	708.041
contig_1060	497286	344.54	64.8946	508.599	51.4388	267.401	18.4141	25.9418	64.8783	508.53	144.914	2122.96
contig_1061	110295	75.3746	8.22568	12.5988	11.7792	10.7613	15.5213	7.61027	8.22568	12.5988	31.6227	39.3409
contig_1065	40988	71.2158	12.1449	16.857	8.20163	6.15746	10.746	4.25593	12.1449	16.857	27.9784	26.4047
contig_1066	46900	49.0551	8.01583	19.9203	8.21472	18.8196	4.87335	7.21693	8.01583	19.9203	19.9354	84.0491
contig_1069	59497	57.2798	8.39058	30.8835	9.17521	16.6649	12.8203	13.5242	8.39058	30.8835	18.5031	75.3295
contig_107	41912	60.7027	7.90427	103.067	11.0219	169.945	11.2806	263.98	7.90427	103.067	22.5916	1005.58
contig_1070	27588	73.9515	12.2915	69.0789	12.7988	62.5136	6.68219	15.7618	12.4159	70.2504	29.7631	311.682
contig_1071	91104	69.2104	10.7424	49.1363	10.5459	51.3343	9.29072	69.4012	10.7398	49.3607	27.8915	281.232
contig_1073	36885	372.776	68.0277	1446.38	56.3079	1175.7	41.1114	588.74	68.1031	1451.22	139.226	6540.7
contig_1074	13184	314.12	54.4053	604.905	50.6824	594.046	23.047	207.712	54.0819	594.984	131.903	3830.49
contig_1077	528	81.5741	18.6852	2.51867	10.1111	1.46242	2	0	18.6852	2.51867	32.0926	3.95691
contig_1079	8749	616.959	114.376	435.285	90.2884	265.411	75.266	251.492	114.358	443.264	222.671	2034.61
contig_108	19832	309.991	37.5781	629.115	45.1047	1002.37	80.1334	3055.66	37.6249	625.498	109.55	7291.83
contig_1080	6212	75.6585	14.6584	14.2448	12.55	10.7255	9.22633	2.46787	14.66	14.2339	24.5638	29.0801
contig_1082	1891	96.6697	21.4825	76.3162	14.4256	14.9217	2.43825	5.10257	21.4825	76.3162	36.8409	154.371
contig_1083	35452	206.273	40.6383	85.0041	32.0623	43.0003	13.556	23.0913	40.6957	85.1111	79.3212	392.068
contig_1085	24678	602.857	105.349	850.349	85.9004	719.396	81.2257	587.158	105.349	850.349	225.033	4249.54
contig_1086	76885	298.408	50.0554	193.876	41.8521	113.137	44.5439	236.351	50.0605	193.783	111.896	778.254
contig_1090	7395	135.201	30.0099	174.827	21.2995	101.027	7.9216	5.3936	30.1499	174.834	45.8204	475.325
contig_1092	191762	155.112	27.9677	142.319	21.7475	103.072	20.0352	78.4036	27.9653	142.075	57.3965	659.25
contig_1095	29562	70.2251	12.5165	74.7359	10.9152	55.4315	9.96433	35.8041	12.4984	73.7713	24.3307	527.439
contig_1096	3424	74.3827	17.62	34.281	10.0229	2.70005	2.32071	4.19233	17.6405	34.8624	26.7786	37.9245
contig_1099	53717	171.55	29.8511	74.54	23.6009	39.6881	23.9229	19.0293	29.8471	74.1163	64.3284	289.01
contig_11	65337	347.417	55.2273	77.916	46.6053	80.0457	71.8913	80.284	55.2273	78.6623	118.466	135.66
contig_1100	16863	138.802	18.7382	33.001	22.7849	36.5504	28.2558	98.6454	18.7382	33.001	50.2853	162.107
contig_1101	116307	439.202	52.0542	254.242	61.7855	426.985	116.236	1246.36	52.1035	254.23	157.023	2333.88
contig_1102	27376	276.911	34.9098	346.835	35.1373	439.175	73.0031	1225.33	34.9281	346.363	98.9327	3406.23
contig_1104	101427	77.3041	9.97208	22.6589	10.7762	17.0881	19.5984	61.1914	9.97321	22.6582	26.9842	92.2806
contig_1113	4766	203.885	39.3949	1850.94	33.5615	1008.76	2.6042	19.5359	40.3384	1818.22	87.9857	8795.46
contig_1116	19345	301.852	60.2024	454.604	44.8404	178.702	12.7747	43.9781	60.3395	453.507	123.695	1722.46
contig_1117	134411	108.919	20.1043	244.454	17.8242	134.898	5.67628	18.3593	20.1242	245.077	45.1899	1253.01
contig_1118	20077	363.688	62.764	482.966	60.5939	282.944	25.8816	82.047	63.2705	470.658	151.178	2615.76
contig_1119	48403	69.9697	12.8657	33.9423	10.8435	8.88288	7.53203	5.75158	12.8657	33.9423	25.8628	20.5093
contig_1123	4920	23.0782	5.74403	3.30773	4.9021	0.687195	0	0	5.69245	3.64641	6.73962	4.08228
contig_1124	2.29777e+06	350.749	47.7808	97.7536	51.1763	100.178	71.2273	182.166	47.7762	97.4172	132.789	510.131
contig_1127	50551	49.7599	6.42942	10.6727	8.53263	10.9491	11.4806	28.666	6.43166	10.6549	16.8856	47.445
contig_1129	20487	321.003	27.6158	136.516	45.1421	524.741	98.9989	1781.87	27.633	135.91	121.613	3834.95
contig_1134	38359	166.975	16.3762	63.5748	25.8056	109.059	47.9997	759.546	16.3462	65.7162	60.4469	986.258
contig_1135	751	110.286	7.37604	6.35169	21.3228	2.6723	30.8336	6.0756	7.37604	6.35169	43.3777	9.3921
contig_1136	80329	79.572	8.8435	16.2429	11.7213	30.503	21.3404	77.6088	8.83971	16.2279	28.827	140.749
contig_1138	198816	350.523	33.7927	228.636	49.2775	460.975	104.779	2014.08	33.7964	228.847	128.878	3301.99
contig_1140	31082	85.4644	16.8222	49.9988	11.995	22.6736	4.12094	2.97813	16.8222	49.9988	35.704	167.615
contig_1141	31981	144.005	14.7581	210.663	17.3113	236.17	47.7611	1151.14	14.8091	208.789	49.365	1489.57
contig_1142	18138	800.688	146.29	16872.8	118.67	12100.4	38.1947	1471.48	146.577	16695.9	350.956	110625
contig_1143	26319	739.934	139.859	9944.14	109.422	5212.16	29.0182	344.942	140.171	9914.88	321.464	50801.9
contig_1147	3681	126.332	23.4166	7.22833	17.1611	11.5392	4.96658	0.645945	23.4166	7.22833	57.3716	42.348
contig_1149	2229	3235.72	559.827	9471.25	500.579	10301.2	124.9	86.263	571.921	9993.75	1478.49	87182.7
contig_1150	19648	573.596	110.7	5609.15	91.5816	3631.33	11.8004	94.8315	110.696	5584.75	248.818	28010.8
contig_1151	24152	149.74	15.9458	12.5794	21.2275	29.594	35.4763	101.421	15.9345	12.6566	61.1558	198.914
contig_1152	108323	275.511	31.5973	624.357	37.8004	822.496	72.9448	2781.69	31.5686	623.556	101.6	6962.56
contig_1153	70715	104.36	19.7893	25.2771	15.8616	31.3396	6.49553	8.90041	19.7952	25.4426	42.418	84.5444
contig_1154	198418	116.591	12.0432	97.2783	16.4284	225.424	34.0574	1466.95	12.0417	97.2867	42.0205	1613.57
contig_1155	210311	67.9094	7.92487	10.6751	10.48	15.9795	17.2399	22.2839	7.92487	10.6751	24.3399	49.6407
contig_1156	97949	70.9274	10.4208	7.23693	10.0869	11.4947	11.2206	11.6052	10.4208	7.23693	28.7783	40.9358
contig_1157	26966	107.025	19.4216	214.377	17.6208	109.766	6.4171	28.0651	19.5884	222.489	43.9773	1007.19
contig_1162	35343	81.8649	15.21	33.7207	10.8536	12.4812	7.2819	12.4904	15.21	33.7207	33.3093	126.262
contig_1163	143147	52.1484	7.03278	11.2747	7.48151	7.40597	9.42018	33.6233	7.03245	11.2721	21.1815	46.0332
contig_1165	23921	281.06	26.2192	79.9639	37.4882	190.48	89.0704	1094.6	25.9717	82.2641	102.31	1093.72
contig_1167	7082	115.582	14.6216	24.1683	17.1637	18.9407	17.9543	11.4557	14.6216	24.1683	51.2206	290.912
contig_1170	134712	190.394	34.2042	44.7067	25.8698	28.8638	26.7075	21.6612	34.2042	44.8209	69.4082	145.491
contig_1171	11797	66.0669	12.3526	10.3839	10.9253	7.21681	6.37117	2.57501	12.3526	10.3839	24.0652	19.4831
contig_1172	1.45332e+06	247.52	45.2742	59.3462	36.9626	42.4451	25.577	32.1296	45.2559	59.6806	94.4499	144.665
contig_1173	85730	60.2271	8.77859	12.354	8.84225	7.39309	7.79991	10.231	8.78453	12.3776	26.0218	56.3527
contig_1174	48398	51.5919	4.3357	4.16478	8.16571	4.62365	20.3487	30.3532	4.3357	4.16478	14.4061	23.4622
contig_1182	490	7.42059	1.68529	0.2576	0.888235	0.0995665	0	0	1.97647	0.636612	2.87059	1.55843
contig_1184	21019	711.621	152.17	11968.9	98.4305	4746.28	38.295	663.237	152.11	11981.1	270.616	36362.7
contig_1186	136099	71.787	11.3289	20.641	12.0711	18.1229	7.82282	16.9822	11.3404	20.6839	29.2237	85.1544
contig_1187	3709	75.6786	13.4234	7.83049	10.7016	5.26902	12.4897	0.976736	13.4234	7.83049	25.6403	18.037
contig_1188	9817	86.4188	15.1575	14.448	9.17586	1.66933	17.2096	3.01207	15.1575	14.448	29.7183	14.5104
contig_1189	32273	117.337	23.7599	50.218	16.5305	16.9047	5.2887	4.24017	23.7599	50.218	47.9981	102.456
contig_1190	875015	101.725	10.8437	16.1035	14.3353	19.8712	30.062	55.1002	10.8437	16.1043	35.6405	72.782
contig_1193	29635	96.3624	14.7461	126.277	13.2031	68.377	11.292	22.9692	14.7152	125.356	42.406	1017.25
contig_1196	328667	85.9707	12.7716	19.4216	13.592	27.1266	11.8387	27.8794	12.7807	19.5548	34.9877	117.007
contig_1200	1380	356.027	76.8764	310.038	47.9911	83.6834	2.20407	0.527082	77.222	278.524	151.733	478.824
contig_1201	1605	777.593	142.071	7905.31	155.403	5478.35	3.98419	17.8464	145.234	8669.87	330.902	24715.8
contig_1202	11979	372.829	76.2927	1264.84	58.5216	583.502	16.2171	25.301	76.3404	1344.1	145.458	3639.79
contig_1203	36642	3094.41	563.573	17655.8	472.534	13099.9	155.382	879.498	563.623	17674.1	1339.3	94351.8
contig_1204	23193	135.082	26.5942	288.719	20.6561	146.721	5.54008	3.68745	26.8591	274.391	55.4322	702.101
contig_1205	5564	92.9854	17.0384	32.3484	16.1385	20.4655	2.08182	1.55826	17.0384	32.3484	40.6882	96.1004
contig_1207	18884	182.555	36.684	619.215	29.0011	416.87	6.6383	3.19268	36.317	649.824	73.9142	606.663
contig_1208	732	191.529	25.5017	13.9372	29.5326	33.0514	38.1838	3.30004	23.8952	15.7084	74.4158	193.899
contig_1209	5848	2144.59	389.848	56382.9	295.567	28184.5	101.376	259.706	388.235	56841	969.563	263258
contig_1210	2268	3067.96	548.87	13373.9	468.797	8164.01	139.91	14.5636	548.42	13763.8	1361.96	66917.3
contig_1212	687	141.069	25.3166	167.523	24.8436	241.039	4.58287	0.706281	22.1061	163.852	64.2197	1351.3
contig_1213	35484	56.8811	7.80121	19.083	10.0342	17.3159	7.28893	14.8347	7.80121	19.083	23.9555	110.13
contig_1214	2683	137.781	21.6625	113.06	23.4702	126.958	12.6088	34.187	22	116.175	58.0399	547.77
contig_1215	78596	62.9864	8.65528	30.3802	9.51439	22.6839	9.52674	16.7241	8.65472	30.4045	26.6352	132.597
contig_1216	13837	67.4308	10.0085	11.7247	8.85081	9.93734	8.32878	17.8887	10.0085	11.7247	30.2343	18.0989
contig_1217	17012	73.6926	11.3827	7.80714	11.6275	12.2061	11.1558	1.32468	11.3827	7.80714	28.1439	24.9769
contig_1219	6727	72.848	16.2015	59.9174	12.0883	30.3528	2.12392	1.22876	16.074	60.2708	26.3602	153.648
contig_122	2472	675.133	59.6753	124.408	96.8066	47.3085	224.072	1000.47	59.6753	124.408	234.904	890.19
contig_1221	8748	87.4145	11.4595	7.09849	16.6565	4.99124	13.7808	14.3368	11.4595	7.09849	34.0582	110.282
contig_1222	27154	131.855	15.4547	39.4595	18.4319	21.0304	35.5725	98.7396	15.4547	39.4595	46.9415	109.795
contig_1224	4481	625.577	92.7716	411.649	119.754	401.79	25.8024	14.7754	92.8601	399.055	294.389	2204.53
contig_1225	57914	993.073	130.032	4100.25	149.594	5431.23	197.412	7792.23	130.231	4067.69	385.804	35843.7
contig_1226	2602	311.934	54.2443	10.1325	45.6599	5.22656	43.6819	6.71648	54.2443	10.1325	114.103	38.441
contig_1227	31249	308.559	36.7351	401.198	47.2742	850.532	69.6797	1820.54	36.5736	389.389	118.297	6099.71
contig_1228	20025	794.587	106.936	459.492	119.565	729.478	124.721	1252.57	106.93	459.337	336.435	4769.58
contig_1229	35870	372.996	53.5176	577.863	57.2326	838.795	54.2586	119.9	53.5091	577.779	154.478	6079.85
contig_1230	128072	57.4782	6.49893	8.59412	8.70869	11.9969	15.1327	30.2299	6.49893	8.59412	20.6389	46.9819
contig_1232	41124	73.1233	10.1708	13.1735	11.1133	9.56168	15.5751	24.185	10.1708	13.1735	26.0933	61.5886
contig_1233	43977	71.9519	12.5748	35.5962	10.1744	20.3452	14.8111	235.529	12.5748	35.5962	21.8167	104.999
contig_1236	9386	50.0416	9.43774	34.9699	8.39942	24.6735	4.73062	21.6025	8.76094	25.4799	18.7129	211.56
contig_1237	6744	91.2241	21.089	153.326	10.4032	17.7038	4.03033	0.816603	21.1843	156.776	34.5173	300.827
contig_1238	233458	436.314	103.911	1045.59	60.9604	369.576	8.74434	12.0484	103.905	1045.76	158.793	2300.02
contig_1239	34605	69.0933	12.4528	73.0885	10.6035	47.0775	7.24917	7.3921	12.4895	74.76	26.2984	393.252
contig_1242	8377	244.699	51.8223	882.3	35.7821	269.127	0.132126	0.114683	51.0152	869.811	105.947	2752.49
contig_1243	31518	462.837	87.3361	3542.04	63.1765	1746.03	43.803	894.571	87.4074	3521.77	181.114	14579.5
contig_1244	24595	389.911	69.3349	331.36	52.4805	314.278	39.6185	42.3353	69.3247	327.745	159.153	2539.38
contig_1246	25960	593.159	115.597	3094.4	81.3205	1493.82	61.6252	540.647	115.515	3107.3	219.101	11110.9
contig_1247	1081	64.0193	13.9914	13.3289	11.8185	9.81972	4.52309	1.9035	13.768	12.5354	19.9184	26.6987
contig_1249	105232	64.6644	7.97808	10.7815	11.8023	20.0015	11.0157	12.8507	7.97808	10.7815	25.8902	70.5393
contig_1250	5405	56.53	9.33359	13.4438	11.3865	6.20514	7.00951	0.809903	9.33359	13.4438	19.4668	9.0769
contig_1251	43506	95.0062	7.76043	9.33429	11.28	6.4921	31.7719	14.2428	7.76043	9.33429	36.4334	29.309
contig_1255	125379	77.9057	14.7257	73.9795	11.28	36.2279	6.29203	16.9275	14.6762	70.666	30.9318	211.571
contig_1256	15042	2274.02	408.21	47741.5	361.525	39861	96.8298	4630.48	408.664	47627.6	998.79	280617
contig_1259	14349	1910.89	342.989	19513.2	295.774	12533.4	117.117	1234.22	345.964	19964.6	809.041	107776
contig_126	47140	303.053	31.8947	226.527	35.2487	435.43	92.7784	1273.13	31.7032	228.013	111.428	3309.23
contig_1263	1605	1737.18	147.844	601.741	312.759	2272.19	4.05017	4.47268	138.151	379.491	1134.38	25395.8
contig_1264	25648	55.1669	9.23857	10.3457	10.0336	7.66967	1.89552	0.982754	9.24049	10.4058	24.7588	27.0966
contig_1265	2338	282.402	62.2491	244.434	43.7774	145.395	0.083181	0.0762907	62.3094	244.256	113.983	973.371
contig_1266	9873	2957.19	516.806	39912.1	454.169	31733.4	166.786	3442.78	517.658	39439.1	1301.77	213689
contig_1267	3542	993.909	186.281	315.465	155.926	272.764	5.49912	5.84606	186.411	312.849	459.792	5788.51
contig_1269	63096	51.3532	9.78871	14.5759	8.45587	8.27867	4.17259	2.56554	9.79214	14.6469	19.1439	25.2952
contig_1270	610	7431.98	1382.46	4683.99	1137.59	2336.53	191.135	60.1729	1382.49	4685.52	3338.3	23756.6
contig_1271	511	4308.67	830.277	2690.23	606.681	1337.04	146.817	182.35	830.277	2690.23	1894.62	16368.3
contig_1272	551	707.055	137.893	2867.4	113.594	2201.4	46.5511	41.1129	136.042	2884.98	272.975	13786.1
contig_1273	547	799.693	166.023	51.8707	128.184	37.7514	12.5945	20.6153	165.72	57.2323	327.171	221.764
contig_1277	1061	424.058	77.6564	374.095	64.3546	297.976	12.5741	5.03814	77.6564	374.095	191.817	3733.76
contig_1278	529	213.578	48.686	13.708	27.8127	4.31137	3.86016	0.120603	48.686	13.708	84.533	18.5882
contig_1279	1022	2826.53	550.829	18999.6	420.529	8985.47	104.234	381.652	551.782	18785.6	1199.15	79170.7
contig_128	31962	75.56	8.41792	18.8109	10.6757	16.5235	23.5839	68.1294	8.41792	18.8109	24.4645	84.8638
contig_1280	1038	962.927	209.965	13367.8	128.752	4522.64	24.7725	292.905	209.7	13285.6	389.736	40632.2
contig_1281	561	795.759	178.871	451.389	106.136	122.059	13.4672	1.03002	178.871	451.389	318.414	1056.64
contig_1282	961	830.152	159.878	4042.96	122.763	2293.66	45.8644	503.592	160.232	4091.8	341.414	21428.6
contig_1283	1608	405.966	76.6824	163.622	62.2346	56.9141	9.11454	2.69998	76.6605	161.442	181.274	357.272
contig_1285	1198	408.986	94.1021	639.959	64.9103	305.379	0	0	94.3321	609.081	155.641	1336.31
contig_1287	601	159.494	38.5122	93.8237	15.6053	12.0528	0	0	50.2506	167.348	55.1264	146.013
contig_1289	1424	282.766	70.179	334.25	45.2967	148.243	0	0	67.7441	355.482	99.5463	669.903
contig_1290	569	508.465	127.878	290.021	61.6158	225.634	0.816229	1.58098	127.783	287.194	190.372	1192.14
contig_1291	562	118.078	31.8131	38.9211	20.8034	33.2484	0.752427	1.07237	31.8131	38.9211	32.8956	39.3103
contig_1292	1346	11240.9	2503.67	351454	1664.88	97902.6	125.839	80.5003	2504.91	350936	4441.6	755308
contig_1293	173626	656.92	124.856	256573	96.3494	147853	46.0371	19340.6	124.827	256414	264.851	1.12021e+06
contig_1294	591	8407.62	1808.62	153078	1197.7	74829.8	311.075	4835.69	1807.44	152842	3282.77	561223
contig_1295	745	3032.68	710.269	112093	421.687	49846.3	24.6874	12.1277	708.526	113403	1167.51	286006
contig_1296	818	18173.7	3723.12	6798.54	2622.72	4431.66	640.591	19.5583	3723.12	6798.54	7464.15	74515.7
contig_1298	524	17343.4	3128.78	6137.07	2540.97	6997.04	850.008	29.1339	3128.78	6137.07	7694.84	92068.5
contig_1299	728	17409.6	3144.41	4268.71	2626.59	6561.38	867.967	29.7927	3144.41	4268.71	7626.19	51883.8
contig_1301	581	3575.09	752.473	2669.31	507.654	1143.03	110.993	35.5464	753.48	2633.84	1450.49	8829.37
contig_1302	1697	1761.67	357.062	201.223	266.882	95.4311	70.6852	3.52504	357.062	201.223	709.978	1131.54
contig_1303	818	5283.59	1074.79	4950.66	756.766	2632.3	230.525	320.361	1075.12	5032.15	2146.38	20087.9
contig_1305	504	7806.08	1566.92	1.11326e+06	1133.53	512640	276.709	42931.1	1566.92	1.11326e+06	3262	4.55213e+06
contig_1306	989	36.1502	6.5447	161.749	8.29917	108.956	0	0	6.35518	152.152	14.9511	828.91
contig_1307	625	1001.72	206.341	179.791	138.886	87.6495	41.2632	0.257606	206.341	179.791	408.886	815.405
contig_1308	599	1094.13	224.746	70.3506	147.332	34.941	43.0267	0.325178	224.746	70.3506	454.281	437.662
contig_1309	838	1922.96	394.233	3743.08	275.259	1926.96	70.8837	57.3868	394.272	3791.09	788.312	14503.8
contig_131	34286	312.019	28.9131	390.674	47.7817	945.751	81.3043	3759.73	29.0889	385.678	124.931	8511.71
contig_1310	1817	4005.15	855.737	468814	560.89	204612	168.731	18046	855.427	468589	1564.36	1.65617e+06
contig_1311	1587	2403.68	542.452	53279	336.799	19809.9	59.8782	834.99	541.789	53028.7	922.766	154672
contig_1312	614	614.81	132.524	167.68	97.7802	126.241	14.9332	3.12513	130.416	155.578	239.157	760.655
contig_1314	803	1419.75	286.263	355.924	193.482	241.744	61.8913	2.14613	285.761	371.176	592.355	1354.13
contig_1315	2653	7597.57	1566.37	1.14058e+06	1073.39	524740	328.375	55221.3	1566.21	1.14046e+06	3063.22	4.35823e+06
contig_1316	26499	1472.11	263.931	251980	224.377	183848	88.9393	25475.4	263.983	251791	630.88	1.44198e+06
contig_1317	31167	908.051	165.184	367700	131.964	214506	55.5151	27717.9	165.059	367040	390.329	1.96283e+06
contig_1318	25630	393.789	96.6887	24294.2	55.6383	9680.74	6.69195	1161.53	96.5529	24293.5	138.218	95113.6
contig_1319	21589	49.2281	7.08303	13.1548	8.22342	9.29258	6.00714	6.4248	7.08303	13.1548	20.8315	82.4433
contig_1320	30339	1220.37	235.524	654946	175.292	346382	69.8325	36593.9	235.695	655754	504.023	2.91895e+06
contig_1321	3379	4715.46	911.52	146796	753.911	84503.6	60.1954	466.216	910.47	146587	2079.36	630022
contig_1324	47677	398.304	62.5055	79430.5	63.8779	67523.3	35.1655	10020.2	62.4936	79401.5	174.261	517907
contig_1325	103525	77.6271	13.6321	228.694	11.5882	188.921	6.4468	33.5359	13.6776	232.037	32.2824	1103.07
contig_1327	16434	56.2525	7.6647	4.14652	9.74576	10.4235	15.5923	5.68409	7.6647	4.14652	15.585	11.3853
contig_1328	1.15175e+06	146.311	20.0106	68.8224	20.6327	66.8649	34.0611	142.401	20.0102	68.8835	51.596	342.05
contig_133	17222	103.364	12.7659	126.33	16.1809	65.2817	26.42	323.692	12.7097	120.898	35.2876	580.275
contig_1330	36621	74.3314	9.45952	15.8208	12.1551	18.599	18.3281	55.0576	9.46242	15.8646	24.9263	104.586
contig_1331	74911	80.9976	13.2357	20.0686	11.6434	13.2357	12.5766	12.9323	13.2349	20.0719	30.3071	55.8509
contig_1332	213585	90.2452	14.8165	40.8114	13.7848	30.4833	14.1166	17.2299	14.7427	39.4662	32.7846	203.677
contig_1333	231493	73.3974	11.6083	13.1699	10.6783	12.5659	12.5941	10.0916	11.6083	13.1699	26.9085	26.7212
contig_1334	171548	92.5977	15.1106	39.9129	13.3997	21.5546	15.8081	55.8404	15.1419	42.8567	33.1373	135.379
contig_1335	22404	59.0914	14.1936	29.6674	8.21407	9.29913	2.58232	1.62475	14.2615	30.8394	19.8399	62.5572
contig_1336	190965	78.1144	9.57164	15.8287	10.7501	12.4505	18.0414	37.9186	9.59827	16.4231	30.153	68.029
contig_1338	20349	132.081	29.4923	145.964	17.0933	43.2981	8.72266	25.3719	29.4541	146.453	47.3188	496.324
contig_1339	775	266.802	53.0752	241.698	38.7312	144.751	4.4032	2.00706	53.4	247.4	117.192	1388.32
contig_134	12836	131.181	21.141	50.1515	17.8574	30.4092	23.095	165.79	21.0032	51.1161	48.0846	328.216
contig_1340	4702	114.577	20.1186	85.4932	20.8232	139.965	1.38972	0.43212	20.1938	87.7723	52.0516	766.44
contig_1348	3780	88.3926	15.2634	96.268	13.605	52.0325	0.673829	0.728027	15.4807	95.9232	43.3697	657.572
contig_1349	1851	72.4827	15.1458	112.479	12.7184	65.5466	2.47678	2.63206	14.756	110.112	27.3857	264.986
contig_135	106332	109.879	12.0984	63.6502	14.6205	117.938	33.5088	191.679	12.1469	68.5178	37.5042	302.819
contig_1350	38865	50.7661	8.34235	29.6061	9.31086	22.7309	3.43138	6.39459	8.29937	30.0275	21.3822	152.128
contig_1351	573023	178.601	23.8773	56.2333	25.3949	44.4729	38.7174	107.646	23.8763	56.2818	66.7355	237.012
contig_1352	1471	125.248	20.0439	2.3011	18.137	3.6274	19.2945	0.230641	20.4095	2.39048	47.3634	21.2118
contig_1355	22979	75.575	6.63104	11.246	9.36484	18.0746	25.0286	52.0771	6.7547	12.6711	27.7958	133.672
contig_1356	103118	304.121	27.5057	72.8158	39.5145	106.359	102.695	689.83	27.5143	72.275	106.892	819.122
contig_1357	13316	49.208	6.02894	3.84112	7.23614	3.12748	10.5004	1.80827	6.02894	3.84112	19.4136	29.1669
contig_1358	25294	129.953	13.8407	34.7597	18.2599	12.6041	36.7299	48.4239	13.8407	34.7597	47.2815	170.17
contig_1359	61237	114.163	13.8705	55.7034	16.9741	79.2453	25.1985	179.337	13.8737	55.8237	44.2466	428.664
contig_136	30018	130.829	14.3006	165.845	19.4425	287.943	31.1662	628.343	14.4309	174.466	51.4889	1785.23
contig_1362	5324	84.7878	16.8871	91.9667	13.8684	56.1645	3.58156	20.9172	16.8651	91.4654	33.5856	659.225
contig_1363	415619	119.015	23.5211	247.605	17.5242	126.554	7.69892	16.6216	23.5076	239.94	46.7627	1151.78
