contigName	contigLen	totalAvgDepth	0.bam	0.bam-var	1.bam	1.bam-var	2.bam	2.bam-var	3.bam	3.bam-var	4.bam	4.bam-var	5.bam	5.bam-var	6.bam	6.bam-var
contig_1052	91638	60.7105	15.0253	1602.58	5.69695	6.8177	19.3024	1691.49	2.17506	20.7724	4.05414	79.3393	10.5965	393.644	3.86012	49.4563
contig_1053	30103	7.18596	0	0	2.89193	1.69789	3.47972	2.16509	0	0	0.814309	0.43061	0	0	0	0
contig_1054	17748	18.1069	1.71679	0.932521	3.3297	1.56039	1.58223	1.78268	0.260086	0.192436	1.54165	0.617341	9.67644	10.3686	0	0
contig_1055	68966	54.4076	4.49442	11.7821	7.21392	11.5253	10.7562	40.7475	0.314055	0.280422	16.5827	73.7853	2.3041	4.33648	12.7422	94.5698
contig_1056	2565	4.10393	0	0	2.69317	0.246741	1.41077	0.32001	0	0	0	0	0	0	0	0
contig_1057	5690	3.06733	0.750542	0.6097	2.25975	1.42465	0	0	0	0	0.0570397	0.053801	0	0	0	0
contig_1058	51970	48.5763	2.39589	4.55411	5.33628	10.6737	11.2607	130.809	0.0912003	0.0828751	15.1348	166.225	2.31073	6.49871	12.0467	94.0604
contig_1059	10717	21.5895	3.41052	62.2088	3.24387	3.12372	10.7578	343.54	0	0	0.062364	0.0584917	0.269991	0.233514	3.84489	85.4246
contig_106	32170	23.6591	3.55012	29.386	5.5906	7.18868	13.688	93.6097	0	0	0.140693	0.208854	0.00783885	0.00777738	0.681855	4.09985
contig_1060	15066	20.8004	2.80397	5.13978	3.83032	2.99365	6.14702	17.9365	0.122821	0.147045	4.78734	1.58353	1.63703	1.50255	1.47191	0.569567
contig_1061	4170	10.9836	4.44552	2.27598	3.18433	0.575358	2.10697	0.531966	0	0	0	0	0	0	1.24677	0.253113
contig_1062	4524	4.19159	0	0	4.19159	0.604047	0	0	0	0	0	0	0	0	0	0
contig_1063	42685	125.685	1.86082	4.79732	5.23541	7.54745	90.8877	7276.72	0.723733	1.61623	1.34764	1.8966	1.19184	2.14936	24.4382	536.639
contig_1064	27785	15.0363	0.0466799	0.611972	4.3383	9.26187	0.229817	15.5897	0	0	9.90671	92.3689	0.299801	0.469582	0.214945	0.653281
contig_1065	3342	6.72368	1.8396	0.17859	3.9245	2.60127	0	0	0	0	0	0	0.959586	0.038792	0	0
contig_1066	9387	36.0384	4.62715	1.72657	3.35369	0.859304	17.4946	10.2706	0	0	1.51261	0.496255	1.6985	0.348322	7.35185	5.3757
contig_1067	124312	8.80144	0.0497254	0.0989052	3.23064	1.82355	0.986542	1.93786	1.18109	1.334	1.16836	1.47786	0.0863147	0.0906032	2.09876	2.51598
contig_1068	34196	55.1957	0.992951	32.2262	4.86407	28.7703	28.0407	7112.81	6.83343	122.197	11.989	446.714	0.0548963	0.0884819	2.42061	42.7324
contig_1069	58096	120.666	0.0910158	0.386794	6.00818	4.89984	78.3056	1021.21	7.25082	11.7384	22.1064	113.864	0.0668381	0.0623254	6.83745	11.9901
contig_107	18083	261.843	4.02498	2.56045	8.62393	6.84624	190.784	564.703	1.91513	1.32029	1.81832	1.16531	0.761557	1.05534	53.9149	99.0823
contig_1070	14737	29.3638	0.277165	0.200359	4.45362	3.46044	18.4335	257.33	0	0	0.368136	0.232615	0	0	5.83136	32.64
contig_1071	4586	92.8652	2.80568	0.387018	4.63255	1.23583	64.2063	7059.81	0.63706	0.83008	0.65532	0.850042	0.399234	0.523138	19.5291	694.23
contig_1072	28134	77.5568	0	0	4.32833	5.41601	47.4658	1808.78	7.11099	34.4607	14.847	100.646	0	0	3.80467	10.7028
contig_1073	25016	207.161	3.00539	2.92207	4.7347	4.42415	152.402	2156.22	0.782555	0.785853	4.31782	3.91111	1.40244	1.58708	40.5158	254.224
contig_1074	21248	33.3132	2.60072	5.31439	5.6848	8.97108	9.44146	18.1866	0	0	12.8151	34.9133	0.472083	1.45991	2.29903	31.9432
contig_1075	6519	38.2325	7.56712	33.4488	4.75082	1.17554	8.87769	44.1643	1.15607	2.17052	5.64641	18.9765	7.89339	35.8766	2.34103	3.28508
contig_1077	24833	80.0345	19.403	34.3929	2.92643	1.17364	20.5369	92.3592	3.82693	4.51846	12.9025	60.2256	18.1805	140.535	2.25828	4.19056
contig_1078	1995	5.83686	0.37561	0.234654	5.46125	0.513291	0	0	0	0	0	0	0	0	0	0
contig_1079	5443	0.285471	0	0	0.285471	0.204018	0	0	0	0	0	0	0	0	0	0
contig_108	58012	19.3155	2.35611	5.89194	3.59606	4.27038	5.47024	17.212	0.111489	0.0990101	4.25424	39.161	0.641388	0.943777	2.88595	23.5811
contig_1080	3720	20.5583	11.3686	115.675	7.79524	1.84343	1.3944	0.48266	0	0	0	0	0	0	0	0
contig_1082	6790	45.0699	0.455271	1.99327	43.4887	23.8173	0.22003	0.599349	0.307982	1.20868	0.254669	0.943045	0.285843	1.52033	0.0573795	0.10501
contig_1083	28097	48.6014	6.88235	137.14	2.88768	1.57916	20.6077	605.567	8.9303	38.2605	0.0071564	0.00710175	4.54314	9.37059	4.74308	79.8651
contig_1084	10263	4.50559	0.176703	0.766164	2.65836	0.568481	0.342826	2.86843	0.526056	4.39777	0.312172	2.06835	0.269554	1.79804	0.219915	1.20717
contig_1085	11690	51.2232	0.0667244	0.192098	3.52184	0.614429	20.2349	29.4602	0.165858	0.13836	4.45277	1.99236	7.12097	5.2841	15.6601	17.7944
contig_1086	10729	3.28954	0	0	3.28954	0.863342	0	0	0	0	0	0	0	0	0	0
contig_1087	7118	4.66949	0	0	2.42509	0.377325	0.102325	0.0918899	0.0452067	0.0847714	0	0	0.242681	0.183815	1.85419	0.168194
contig_1088	11617	3.91776	1.22996	0.772356	2.1977	0.652471	0.397663	1.16617	0.0112497	0.0111266	0.0675852	0.0630312	0	0	0.0136043	0.0134192
contig_1089	41318	214.927	2.90546	2.48921	6.37753	6.59107	130.335	4658.93	0.57122	0.74671	4.85598	20.2289	0.947994	0.8308	68.9338	2170.4
contig_109	17897	50.3379	1.39815	3.67115	5.17721	8.35243	7.21964	40.6474	0.0831126	0.100335	24.8849	158.771	6.42807	11.7995	5.14679	87.0171
contig_1090	22541	97.1937	10.9705	86.2803	13.4574	111.232	36.1669	1264.84	13.735	193.467	2.94413	12.1739	15.9164	164.686	4.00335	25.7063
contig_1091	9210	15.0307	4.03609	4.76665	2.52649	1.68988	3.83355	3.86905	0.189625	0.153713	2.05276	2.00973	0.596689	0.505984	1.79547	2.54734
contig_1092	39673	5.9773	0	0	5.86777	23.459	0	0	0	0	0.109531	0.144673	0	0	0	0
contig_1093	16294	14.3821	0	0	3.35976	1.4956	1.98656	0.521125	3.61589	3.76454	1.18601	0.887678	0.0685704	0.0638778	4.16526	5.99556
contig_1094	13561	23.6313	20.1016	9.8281	3.52971	0.94318	0	0	0	0	0	0	0	0	0	0
contig_1095	8020	12.2471	0.142694	0.12237	5.81398	4.47013	4.12668	20.9883	0	0	0	0	0.134562	0.116483	2.02922	3.27534
contig_1096	6347	11.1683	5.84638	101.051	4.25238	27.3763	0.858964	1.3132	0	0	0.183637	0.398143	0	0	0.0269485	0.0510874
contig_1097	47898	19.0114	2.94601	11.73	3.59667	6.21442	2.50534	57.3317	0.0164614	0.0292885	1.05795	1.94061	8.56067	59.6187	0.328328	0.556486
contig_1098	12691	40.3153	1.93788	0.788715	5.59509	3.29482	6.85041	11.4787	0.0773463	0.0713701	17.5585	23.3693	3.2125	3.45044	5.08357	37.6314
contig_1099	9849	16.6963	0	0	2.92185	2.05664	9.29302	10.7534	0.395298	0.239065	0	0	0.679864	0.217702	3.40623	1.12904
contig_11	628	3.52092	0	0	2.67364	0.266434	0	0	0.564854	0.246311	0	0	0	0	0.282427	0.203087
contig_110	23902	98.1366	0.17548	1.06016	4.45116	8.88747	60.7031	1515.23	9.36999	42.0013	17.7956	157.213	0	0	5.64125	15.0935
contig_1100	22459	4.72235	0	0	2.84038	3.88658	0.255592	0.190311	0	0	0.917836	1.27331	0	0	0.708548	1.50233
contig_1101	5002	14.0998	2.67168	2.69769	3.23743	3.54607	0.799052	1.91751	0.600989	0.735373	6.7906	7.57196	0	0	0	0
contig_1102	23413	9.62344	0.102394	0.091925	3.25336	3.27425	1.03422	7.38495	0.0116924	0.0115474	1.46537	19.9168	0.216008	0.243253	3.54039	14.0205
contig_1103	6907	8.77357	2.83972	11.0705	4.42918	2.43124	0.675892	1.68775	0	0	0	0	0	0	0.82877	0.512866
contig_1104	8635	131.532	14.1057	393.38	2.5551	0.338932	81.3421	163.585	0	0	5.02369	38.0116	28.5054	1606.24	0	0
contig_1105	12819	114.399	1.77512	3.25157	6.55253	5.88191	96.9182	6611.94	5.16	42.5722	0.82248	5.24893	1.41416	2.20834	1.75633	2.37615
contig_1106	8734	36.814	0	0	2.98567	2.30361	5.18907	9.31604	0.192917	0.155727	20.9415	11.4197	1.96855	0.789414	5.53623	3.49506
contig_1107	20144	167.02	1.22582	0.979015	7.679	7.29513	119.69	6305.5	0.613834	0.672087	1.63119	2.3458	1.67785	3.18811	34.5028	562.915
contig_1108	4131	9.03843	1.36096	0.525673	2.97589	1.19537	4.70158	0.631049	0	0	0	0	0	0	0	0
contig_1109	5589	3.44475	0	0	2.57933	1.81227	0	0	0	0	0	0	0	0	0.865416	0.953969
contig_111	52018	33.2664	2.58198	19.0867	4.16201	9.14067	6.1414	45.0151	0.11803	0.104164	11.0317	104.133	1.9187	5.4676	7.31266	51.0645
contig_1110	21223	35.9856	1.79405	6.48656	5.53851	10.0943	5.52726	30.7241	0.0574194	0.0541232	13.9238	85.5594	1.5387	7.67291	7.60585	59.5253
contig_1111	34458	36.9113	3.0355	7.12272	6.66267	5.77485	8.02807	44.2847	0.137985	0.118957	10.4691	55.3577	1.23601	1.9391	7.34193	54.6792
contig_1112	64027	50.6073	2.57169	7.04864	6.82047	9.40814	7.99962	31.8843	0.13371	0.115941	19.0227	70.904	2.49312	5.76069	11.5661	91.6146
contig_1113	7032	28.1253	2.20953	6.16044	5.36835	2.31029	5.77172	7.29806	0.0790468	0.0728089	4.85295	12.986	2.43345	2.84212	7.4102	22.1378
contig_1114	3780	7.82975	0	0	2.86804	0.5924	0	0	0	0	0	0	0	0	4.96171	11.811
contig_1115	3572	55.3825	4.2969	2.14049	6.35652	1.01519	35.5783	6.68935	0	0	9.15079	1.79194	0	0	0	0
contig_1116	25639	66.6855	2.85778	4.44949	6.09169	3.04255	15.2529	20.1602	0.145828	0.124544	24.3042	49.4203	4.14952	7.10594	13.8836	45.0517
contig_1117	2464	61.6517	1.77571	0.276091	7.34918	6.42878	8.97018	3.04147	0	0	26.0436	55.1858	3.34399	2.12551	14.169	8.93249
contig_1118	21780	258.625	4.79394	1.88687	6.8693	3.07645	180.237	1300.28	1.87494	2.87618	3.68872	2.44759	3.14267	2.89289	58.0178	183.732
contig_1119	65491	181.401	1.53646	3.00215	5.78828	17.7823	131.338	5525.81	0.49811	0.688084	2.01474	2.74377	2.12992	2.99701	38.0954	519.341
contig_112	44707	132.825	1.05283	43.7831	7.53534	8.51704	81.007	2104.78	10.1399	24.0276	24.1947	57.4403	0.0289966	0.0456177	8.86599	20.3192
contig_1120	17335	24.9099	3.23939	6.97353	4.89741	6.79737	6.68589	26.1991	1.2739	3.51437	1.27879	1.60681	5.88985	18.763	1.64463	2.30758
contig_1121	220363	45.262	8.79325	82.9577	6.99866	10.295	11.1407	72.5283	1.63726	2.4646	5.88278	53.818	7.55601	39.3148	3.25326	15.7111
contig_1122	13296	182.402	2.2956	2.30986	4.79956	6.22601	125.906	3981.66	0.828769	1.14205	2.84878	3.94038	2.7635	2.16757	42.9602	465.914
contig_1123	19811	191.418	2.42902	2.60348	4.96043	6.58832	141.366	4052.04	0.639286	0.542026	2.59137	2.80182	1.74996	1.44725	37.6821	296.344
contig_1124	11847	16.0668	1.26186	3.10347	5.96144	1.96428	3.44174	9.19362	1.3795	3.32828	1.01496	1.4621	2.52766	10.969	0.47961	0.249576
contig_1125	2116	10.2314	0.166328	0.138735	4.97864	4.03518	1.19939	0.80296	1.31231	0.604705	0	0	0	0	2.57477	1.82111
contig_1126	35643	182.814	1.6594	2.25391	7.56648	15.6349	131.074	3083.5	1.31536	1.63112	2.48407	3.68277	2.03866	2.24357	36.6761	254.035
contig_1127	30102	18.8265	10.5791	72.5822	2.80946	1.43568	2.26472	21.5935	0.0192308	0.0188618	1.40698	19.2517	1.4348	3.92679	0.312233	0.978949
contig_1128	58882	42.7022	8.27363	41.7913	8.2089	10.9342	8.86803	39.6389	2.10274	3.48535	4.43479	17.1276	7.54553	56.1984	3.26863	6.15144
contig_1129	24217	112.962	6.12536	131.743	4.29293	2.51238	50.791	1152.83	8.19408	13.5617	24.9854	106.309	6.44808	118.141	12.125	82.1747
contig_113	3289	89.4846	0	0	7.40618	6.7178	59.6521	4727.43	4.82447	16.0565	12.8308	123.826	0.102899	0.0923416	4.66805	28.9255
contig_1130	42210	25.9412	2.53963	25.2412	3.1156	3.23743	10.3381	325.376	3.99689	36.5141	0.0969805	0.0875972	3.70005	38.3201	2.1539	15.4255
contig_1131	12204	141.471	0	0	5.3111	3.47604	88.6716	74.2444	6.53542	3.42834	31.1184	27.0912	0.213041	0.167678	9.62137	4.31598
contig_1132	20490	12.1305	0.962094	1.36975	4.43181	3.62689	3.97965	52.2005	0	0	0.131121	0.11386	0	0	2.62586	29.6412
contig_1133	9841	20.4912	1.28604	0.298557	3.76225	3.92865	3.5113	13.0171	0.0334331	0.0323291	9.22258	16.8014	1.31111	1.26882	1.36446	8.09003
contig_1134	7710	7.0869	0.237434	0.876551	4.95754	7.65863	0	0	0	0	0	0	0.364153	0.453536	1.52778	35.0405
contig_1135	135557	150.914	3.68314	20.7519	8.65646	14.1259	97.3432	7561.16	0.925041	1.49218	3.70437	27.2527	1.72593	3.606	34.8758	863.281
contig_1136	7234	10.4433	0	0	4.87211	5.05684	0	0	0	0	5.57115	5.50894	0	0	0	0
contig_1137	24184	14.2639	0.956187	0.835097	4.22077	4.64679	3.28959	4.86994	0.139095	0.16699	3.70783	6.38458	0.390197	0.300825	1.56021	2.7923
contig_1138	27321	67.1424	4.86556	16.9412	9.23937	16.8616	10.7985	88.4673	0.20371	0.243272	17.9989	185.229	3.16466	8.33376	20.8717	179.661
contig_1139	5445	57.5192	0.924646	0.492058	3.06799	1.67986	41.6036	592.49	0	0	0	0	0.241171	0.183043	11.6818	80.5634
contig_114	12002	58.2864	3.66639	2.99574	4.22713	6.05688	8.72857	30.3468	0	0	22.0096	102.692	4.34956	5.37491	15.3052	58.4925
contig_1140	31763	45.9703	1.747	3.92487	6.53228	18.6409	8.33401	53.0728	0.30905	0.213664	14.5106	125.86	4.14396	11.3207	10.3934	170.767
contig_1141	3700	49.218	4.37352	1.70268	3.88676	1.08777	5.73944	1.19697	0.950986	0.0466242	11.4707	2.27014	3.98169	1.34678	18.8149	13.1619
contig_1142	19507	112.094	20.1735	248.847	2.76014	0.768634	20.643	110.68	1.67996	6.15186	26.0183	389.151	27.7792	548.645	13.0402	18.5489
contig_1143	20077	89.1816	1.72329	1.77095	5.2878	5.42065	73.5413	8626.46	0.365885	0.973586	0.328599	0.244401	0.964822	5.68815	6.96984	191.281
contig_1144	43659	21.3351	5.90218	105.719	11.3004	30.1901	0.780114	3.32539	0.0519663	0.105569	0.308005	0.411906	0.242731	0.658378	2.74966	97.4197
contig_1145	29994	107.686	0	0	3.84365	2.55345	71.7334	282.159	8.12401	13.9946	18.7596	42.742	0.0492226	0.0468095	5.17578	4.60795
contig_1146	4402	19.2295	0	0	5.35395	1.75828	0	0	0	0	4.18227	0.429015	0	0	9.69332	3.97923
contig_1147	5265	115.393	0	0	3.81877	1.92309	75.9943	104.625	4.04164	1.59761	24.4029	14.3461	0	0	7.13568	1.55884
contig_1148	48472	118.92	2.25061	11.5413	4.7194	5.59916	53.7942	52.4452	13.1769	28.9508	26.6397	33.2433	5.66098	7.06728	12.6784	11.149
contig_1149	30150	42.6874	2.8879	8.37794	8.0174	16.0555	11.8233	40.3506	0.1235	0.10826	11.4997	74.1329	0.7038	2.60792	7.63187	34.4685
contig_115	24407	50.3962	2.54994	1.93629	5.80958	7.45613	10.7363	5.19696	0.0324855	0.0314349	23.8483	17.5505	3.43134	2.56048	3.98821	6.15718
contig_1150	14371	63.7654	8.59454	22.427	2.62274	1.12239	5.0815	4.3	0	0	19.5896	106.809	10.4384	30.6188	17.4386	70.7196
contig_1151	12146	13.6111	0.719907	0.26967	2.87721	1.53691	2.2074	3.77192	0.0267589	0.0260389	1.93981	10.3078	0.606285	0.9567	5.23374	10.0608
contig_1152	144441	186.414	2.22863	2.78054	7.7647	8.41195	127.319	6122.08	0.715124	1.18354	2.53483	6.61092	1.87952	2.5573	43.9713	549.865
contig_1153	5615	72.9555	53.5881	592.575	2.15133	0.90405	1.08673	0.440883	4.38005	19.4759	0	0	0.425435	0.244494	11.3239	24.0412
contig_1154	5173	11.1503	8.34461	315.825	2.80569	9.40011	0	0	0	0	0	0	0	0	0	0
contig_1156	21204	112.451	1.65071	69.3858	4.47274	5.01298	71.0609	1321.79	4.78584	8.55484	23.477	127.008	0.0559514	0.0528416	6.94775	13.3899
contig_1157	59786	46.9523	2.07313	16.3634	6.16071	5.75385	12.7784	651.708	0.135556	0.117299	15.3061	114.509	1.43061	2.46656	9.06783	201.948
contig_1158	88177	130.617	1.21752	7.95216	5.05464	6.52644	58.5209	238.419	16.3352	32.8339	25.77	99.8547	8.35069	18.0984	15.3681	16.7711
contig_1159	8006	2.6693	0	0	2.55728	0.604495	0	0	0	0	0.0789206	0.145775	0.0330957	0.0320062	0	0
contig_116	4067	34.0891	1.30227	0.281946	1.9686	0.0319542	13.1006	2.0931	0	0	0	0	3.31146	2.22879	14.4062	2.43838
contig_1160	63739	443.185	148.671	1416.27	43.534	49.7404	230.265	4211.78	0.297347	0.209133	20.0214	37.2364	0.172907	0.143008	0.22323	0.173399
contig_1161	6154	2.97119	0.289307	0.901506	2.63591	2.92019	0	0	0	0	0.0459694	0.0438589	0	0	0	0
contig_1162	6270	3.43105	0	0	3.38056	1.43599	0	0	0	0	0	0	0	0	0.0504902	0.0479487
contig_1163	43802	90.7651	19.0666	353.775	4.47329	5.25773	30.6097	169.031	0.18565	0.646241	8.72744	16.5118	26.8391	533.818	0.863305	3.44671
contig_1164	84037	37.1638	4.23813	3.79078	5.64235	8.93329	5.891	23.0342	0	0	3.55781	2.96183	17.2923	76.7483	0.54217	0.537307
contig_1165	12043	27.1973	0	0	6.35189	6.33048	0	0	0.258387	0.191615	20.1514	8.55988	0.0960229	0.0868122	0.339612	0.281086
contig_1166	25771	7.55517	0	0	2.55466	1.52999	0.315054	0.250157	1.16365	0.933901	1.62917	1.9273	0.356231	0.556156	1.5364	1.39306
contig_1167	7561	12.5489	0	0	2.57374	0.434845	9.19201	10.2483	0	0	0.78316	0.169825	0	0	0	0
contig_1168	25359	57.3983	15.0159	29.7532	3.84613	4.12689	16.6292	33.4257	1.21096	5.22709	4.7875	14.7963	2.39902	3.12251	13.5096	9.40512
contig_117	40326	83.1233	13.8379	70.3123	4.56999	3.13041	28.8544	152.604	4.14999	2.45119	10.3264	23.4736	11.8619	91.8404	9.52277	14.3505
contig_1170	40451	60.8994	4.64596	5.45042	7.00256	8.79524	11.7433	34.4893	0.199102	0.270641	17.3594	87.1946	3.8532	8.94043	16.0959	43.2565
contig_1171	4884	27.2024	1.22729	0.285537	3.33904	0.855029	15.7841	6.15718	0	0	6.85192	3.88625	0	0	0	0
contig_1172	29521	19.4609	2.25001	49.9988	3.86398	11.8931	4.09465	80.2877	4.4163	104.791	1.18392	5.41865	1.73089	25.056	1.92118	10.9138
contig_1175	16231	54.4323	7.17082	34.062	4.78975	6.26475	11.0664	148.386	1.37827	1.0894	11.1657	37.3321	12.6427	135.124	6.21864	11.903
