Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name	Environment	Same_sample
biofilm/bins/SRR6869033_fairy_all_metabat2_short/SRR6869033_fairy_all_metabat2_short_bin.6.fa	biofilm/bins/SRR6869033_bwa_all_metabat2_short/SRR6869033_fairy_all_metabat2_short_bin.9.fa	99.92	22.14	14.94	SRR6869033_fairy_all_metabat2_short_bin.6	SRR6869033_fairy_all_metabat2_short_bin.9	Biofilm	True
sediment/bins/DRR310872_fairy_all_metabat2_short/DRR310872_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310872_bwa_all_metabat2_short/DRR310872_fairy_all_metabat2_short_bin.2.fa	100.0	98.7	92.05	DRR310872_fairy_all_metabat2_short_bin.2	DRR310872_fairy_all_metabat2_short_bin.2	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.107.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.7.fa	100.0	95.07	81.14	SRR6869035_fairy_all_metabat2_short_bin.107	SRR6869035_fairy_all_metabat2_short_bin.7	Biofilm	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.13.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.10.fa	100.0	78.33	91.94	DRR310873_fairy_all_metabat2_short_bin.13	DRR310873_fairy_all_metabat2_short_bin.10	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.51.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.72.fa	100.0	97.57	86.79	SRR6869036_fairy_all_metabat2_short_bin.51	SRR6869036_fairy_all_metabat2_short_bin.72	Biofilm	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.12.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.14.fa	99.99	97.04	100.0	DRR310873_fairy_all_metabat2_short_bin.12	DRR310873_fairy_all_metabat2_short_bin.14	Sediment	True
biofilm/bins/SRR6869039_fairy_all_metabat2_short/SRR6869039_fairy_all_metabat2_short_bin.13.fa	biofilm/bins/SRR6869039_bwa_all_metabat2_short/SRR6869039_fairy_all_metabat2_short_bin.8.fa	100.0	88.94	10.96	SRR6869039_fairy_all_metabat2_short_bin.13	SRR6869039_fairy_all_metabat2_short_bin.8	Biofilm	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.15.fa	100.0	63.64	52.03	DRR310873_fairy_all_metabat2_short_bin.11	DRR310873_fairy_all_metabat2_short_bin.15	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.85.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.102.fa	100.0	97.47	99.12	SRR6869036_fairy_all_metabat2_short_bin.85	SRR6869036_fairy_all_metabat2_short_bin.102	Biofilm	True
wallen_subsamp/bins/SRR19064411_fairy_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.27.fa	wallen_subsamp/bins/SRR19064411_bwa_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.20.fa	100.0	95.27	100.0	SRR19064411_fairy_all_metabat2_short_bin.27	SRR19064411_fairy_all_metabat2_short_bin.20	Human gut	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.14.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.16.fa	100.0	95.69	55.38	DRR310873_fairy_all_metabat2_short_bin.14	DRR310873_fairy_all_metabat2_short_bin.16	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.111.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.89.fa	100.0	98.69	97.76	SRR6869035_fairy_all_metabat2_short_bin.111	SRR6869035_fairy_all_metabat2_short_bin.89	Biofilm	True
wallen_subsamp/bins/SRR19064411_fairy_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.7.fa	wallen_subsamp/bins/SRR19064411_bwa_all_metabat2_short/SRR19064411_fairy_all_metabat2_short_bin.38.fa	100.0	95.29	88.42	SRR19064411_fairy_all_metabat2_short_bin.7	SRR19064411_fairy_all_metabat2_short_bin.38	Human gut	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.2.fa	100.0	97.78	99.3	DRR310873_fairy_all_metabat2_short_bin.2	DRR310873_fairy_all_metabat2_short_bin.2	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.68.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.62.fa	100.0	28.0	90.94	SRR6869035_fairy_all_metabat2_short_bin.68	SRR6869035_fairy_all_metabat2_short_bin.62	Biofilm	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.6.fa	100.0	95.46	99.32	DRR310873_fairy_all_metabat2_short_bin.4	DRR310873_fairy_all_metabat2_short_bin.6	Sediment	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.7.fa	100.0	95.91	74.63	DRR310873_fairy_all_metabat2_short_bin.7	DRR310873_fairy_all_metabat2_short_bin.7	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.82.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.57.fa	100.0	64.41	51.39	SRR6869035_fairy_all_metabat2_short_bin.82	SRR6869035_fairy_all_metabat2_short_bin.57	Biofilm	True
sediment/bins/DRR310873_fairy_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310873_bwa_all_metabat2_short/DRR310873_fairy_all_metabat2_short_bin.8.fa	100.0	93.46	62.7	DRR310873_fairy_all_metabat2_short_bin.5	DRR310873_fairy_all_metabat2_short_bin.8	Sediment	True
olm_soil/bins/SRR2546430_fairy_all_metabat2_short/SRR2546430_fairy_all_metabat2_short_bin.18.fa	olm_soil/bins/SRR2546430_bwa_all_metabat2_short/SRR2546430_fairy_all_metabat2_short_bin.36.fa	100.0	82.73	74.91	SRR2546430_fairy_all_metabat2_short_bin.18	SRR2546430_fairy_all_metabat2_short_bin.36	Soil	True
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310874_bwa_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.1.fa	100.0	83.5	82.74	DRR310874_fairy_all_metabat2_short_bin.7	DRR310874_fairy_all_metabat2_short_bin.1	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.47.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.45.fa	100.0	98.49	92.67	SRR6869036_fairy_all_metabat2_short_bin.47	SRR6869036_fairy_all_metabat2_short_bin.45	Biofilm	True
wallen_subsamp/bins/SRR19064413_fairy_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.19.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.28.fa	100.0	93.93	98.22	SRR19064413_fairy_all_metabat2_short_bin.19	SRR19064413_fairy_all_metabat2_short_bin.28	Human gut	True
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.3.fa	sediment/bins/DRR310874_bwa_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.2.fa	100.0	98.34	91.11	DRR310874_fairy_all_metabat2_short_bin.3	DRR310874_fairy_all_metabat2_short_bin.2	Sediment	True
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310874_bwa_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.3.fa	100.0	99.1	33.52	DRR310874_fairy_all_metabat2_short_bin.2	DRR310874_fairy_all_metabat2_short_bin.3	Sediment	True
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.9.fa	sediment/bins/DRR310874_bwa_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.6.fa	100.0	94.13	86.79	DRR310874_fairy_all_metabat2_short_bin.9	DRR310874_fairy_all_metabat2_short_bin.6	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.33.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.75.fa	100.0	99.53	93.38	SRR6869035_fairy_all_metabat2_short_bin.33	SRR6869035_fairy_all_metabat2_short_bin.75	Biofilm	True
sediment/bins/DRR310874_fairy_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.1.fa	sediment/bins/DRR310874_bwa_all_metabat2_short/DRR310874_fairy_all_metabat2_short_bin.8.fa	100.0	90.09	42.11	DRR310874_fairy_all_metabat2_short_bin.1	DRR310874_fairy_all_metabat2_short_bin.8	Sediment	True
wallen_subsamp/bins/SRR19064418_fairy_all_metabat2_short/SRR19064418_fairy_all_metabat2_short_bin.11.fa	wallen_subsamp/bins/SRR19064418_bwa_all_metabat2_short/SRR19064418_fairy_all_metabat2_short_bin.22.fa	100.0	99.95	95.92	SRR19064418_fairy_all_metabat2_short_bin.11	SRR19064418_fairy_all_metabat2_short_bin.22	Human gut	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.1.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.1.fa	100.0	91.96	91.36	DRR310875_fairy_all_metabat2_short_bin.1	DRR310875_fairy_all_metabat2_short_bin.1	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.66.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.53.fa	100.0	99.41	99.53	SRR6869035_fairy_all_metabat2_short_bin.66	SRR6869035_fairy_all_metabat2_short_bin.53	Biofilm	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.7.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.10.fa	100.0	90.23	88.06	DRR310875_fairy_all_metabat2_short_bin.7	DRR310875_fairy_all_metabat2_short_bin.10	Sediment	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.12.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.11.fa	100.0	96.7	95.62	DRR310875_fairy_all_metabat2_short_bin.12	DRR310875_fairy_all_metabat2_short_bin.11	Sediment	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.12.fa	100.0	94.76	96.79	DRR310875_fairy_all_metabat2_short_bin.4	DRR310875_fairy_all_metabat2_short_bin.12	Sediment	True
chicken/bins/ERR3414573_fairy_all_metabat2_short/ERR3414573_fairy_all_metabat2_short_bin.80.fa	chicken/bins/ERR3414573_bwa_all_metabat2_short/ERR3414573_bwa_all_metabat2_short_bin.122.fa	100.0	99.91	94.42	ERR3414573_fairy_all_metabat2_short_bin.80	ERR3414573_bwa_all_metabat2_short_bin.122	Chicken caecum	True
wallen_subsamp/bins/SRR19064412_fairy_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.38.fa	wallen_subsamp/bins/SRR19064412_bwa_all_metabat2_short/SRR19064412_fairy_all_metabat2_short_bin.34.fa	100.0	91.36	97.23	SRR19064412_fairy_all_metabat2_short_bin.38	SRR19064412_fairy_all_metabat2_short_bin.34	Human gut	True
olm_soil/bins/SRR2546429_fairy_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.9.fa	olm_soil/bins/SRR2546429_bwa_all_metabat2_short/SRR2546429_fairy_all_metabat2_short_bin.11.fa	100.0	53.26	32.5	SRR2546429_fairy_all_metabat2_short_bin.9	SRR2546429_fairy_all_metabat2_short_bin.11	Soil	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.9.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.14.fa	100.0	86.65	49.51	DRR310875_fairy_all_metabat2_short_bin.9	DRR310875_fairy_all_metabat2_short_bin.14	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.16.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.36.fa	100.0	29.16	94.73	SRR6869036_fairy_all_metabat2_short_bin.16	SRR6869036_fairy_all_metabat2_short_bin.36	Biofilm	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.3.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.2.fa	100.0	98.26	80.96	DRR310875_fairy_all_metabat2_short_bin.3	DRR310875_fairy_all_metabat2_short_bin.2	Sediment	True
wallen_subsamp/bins/SRR19064413_fairy_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.46.fa	wallen_subsamp/bins/SRR19064413_bwa_all_metabat2_short/SRR19064413_fairy_all_metabat2_short_bin.36.fa	100.0	95.78	98.14	SRR19064413_fairy_all_metabat2_short_bin.46	SRR19064413_fairy_all_metabat2_short_bin.36	Human gut	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.3.fa	100.0	95.79	94.91	DRR310875_fairy_all_metabat2_short_bin.10	DRR310875_fairy_all_metabat2_short_bin.3	Sediment	True
olm_soil/bins/SRR2546425_fairy_all_metabat2_short/SRR2546425_fairy_all_metabat2_short_bin.28.fa	olm_soil/bins/SRR2546425_bwa_all_metabat2_short/SRR2546425_fairy_all_metabat2_short_bin.23.fa	100.0	90.0	93.77	SRR2546425_fairy_all_metabat2_short_bin.28	SRR2546425_fairy_all_metabat2_short_bin.23	Soil	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.4.fa	100.0	99.8	99.72	DRR310875_fairy_all_metabat2_short_bin.2	DRR310875_fairy_all_metabat2_short_bin.4	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.10.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.66.fa	100.0	97.98	78.15	SRR6869036_fairy_all_metabat2_short_bin.10	SRR6869036_fairy_all_metabat2_short_bin.66	Biofilm	True
wallen_subsamp/bins/SRR19064414_fairy_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.40.fa	wallen_subsamp/bins/SRR19064414_bwa_all_metabat2_short/SRR19064414_fairy_all_metabat2_short_bin.21.fa	100.0	99.82	95.67	SRR19064414_fairy_all_metabat2_short_bin.40	SRR19064414_fairy_all_metabat2_short_bin.21	Human gut	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.6.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.5.fa	100.0	99.17	98.96	DRR310875_fairy_all_metabat2_short_bin.6	DRR310875_fairy_all_metabat2_short_bin.5	Sediment	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.6.fa	100.0	99.68	98.11	DRR310875_fairy_all_metabat2_short_bin.5	DRR310875_fairy_all_metabat2_short_bin.6	Sediment	True
wallen_subsamp/bins/SRR19064415_fairy_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.6.fa	wallen_subsamp/bins/SRR19064415_bwa_all_metabat2_short/SRR19064415_fairy_all_metabat2_short_bin.42.fa	100.0	99.36	97.23	SRR19064415_fairy_all_metabat2_short_bin.6	SRR19064415_fairy_all_metabat2_short_bin.42	Human gut	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.7.fa	100.0	98.29	89.85	DRR310875_fairy_all_metabat2_short_bin.11	DRR310875_fairy_all_metabat2_short_bin.7	Sediment	True
olm_soil/bins/SRR2546427_fairy_all_metabat2_short/SRR2546427_fairy_all_metabat2_short_bin.48.fa	olm_soil/bins/SRR2546427_bwa_all_metabat2_short/SRR2546427_fairy_all_metabat2_short_bin.2.fa	100.0	94.98	98.3	SRR2546427_fairy_all_metabat2_short_bin.48	SRR2546427_fairy_all_metabat2_short_bin.2	Soil	True
sediment/bins/DRR310875_fairy_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310875_bwa_all_metabat2_short/DRR310875_fairy_all_metabat2_short_bin.8.fa	100.0	98.56	71.45	DRR310875_fairy_all_metabat2_short_bin.8	DRR310875_fairy_all_metabat2_short_bin.8	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.6.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.10.fa	100.0	94.71	98.62	DRR310876_fairy_all_metabat2_short_bin.6	DRR310876_fairy_all_metabat2_short_bin.10	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.1.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.12.fa	100.0	97.94	81.64	DRR310876_fairy_all_metabat2_short_bin.1	DRR310876_fairy_all_metabat2_short_bin.12	Sediment	True
biofilm/bins/SRR6869036_fairy_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.43.fa	biofilm/bins/SRR6869036_bwa_all_metabat2_short/SRR6869036_fairy_all_metabat2_short_bin.91.fa	100.0	99.66	97.31	SRR6869036_fairy_all_metabat2_short_bin.43	SRR6869036_fairy_all_metabat2_short_bin.91	Biofilm	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.8.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.14.fa	100.0	91.75	91.25	DRR310876_fairy_all_metabat2_short_bin.8	DRR310876_fairy_all_metabat2_short_bin.14	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.119.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.105.fa	100.0	23.33	12.66	SRR6869035_fairy_all_metabat2_short_bin.119	SRR6869035_fairy_all_metabat2_short_bin.105	Biofilm	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.15.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.15.fa	100.0	98.03	94.68	DRR310876_fairy_all_metabat2_short_bin.15	DRR310876_fairy_all_metabat2_short_bin.15	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.51.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.55.fa	100.0	99.43	98.28	SRR6869035_fairy_all_metabat2_short_bin.51	SRR6869035_fairy_all_metabat2_short_bin.55	Biofilm	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.13.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.16.fa	100.0	98.13	95.71	DRR310876_fairy_all_metabat2_short_bin.13	DRR310876_fairy_all_metabat2_short_bin.16	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.16.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.17.fa	100.0	93.48	94.26	DRR310876_fairy_all_metabat2_short_bin.16	DRR310876_fairy_all_metabat2_short_bin.17	Sediment	True
biofilm/bins/SRR6869035_fairy_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.73.fa	biofilm/bins/SRR6869035_bwa_all_metabat2_short/SRR6869035_fairy_all_metabat2_short_bin.34.fa	100.0	89.43	54.46	SRR6869035_fairy_all_metabat2_short_bin.73	SRR6869035_fairy_all_metabat2_short_bin.34	Biofilm	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.4.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.2.fa	100.0	96.78	98.22	DRR310876_fairy_all_metabat2_short_bin.4	DRR310876_fairy_all_metabat2_short_bin.2	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.10.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.3.fa	100.0	80.45	78.26	DRR310876_fairy_all_metabat2_short_bin.10	DRR310876_fairy_all_metabat2_short_bin.3	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.5.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.4.fa	100.0	87.86	84.48	DRR310876_fairy_all_metabat2_short_bin.5	DRR310876_fairy_all_metabat2_short_bin.4	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.2.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.6.fa	100.0	96.74	94.66	DRR310876_fairy_all_metabat2_short_bin.2	DRR310876_fairy_all_metabat2_short_bin.6	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.12.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.7.fa	99.99	96.54	90.02	DRR310876_fairy_all_metabat2_short_bin.12	DRR310876_fairy_all_metabat2_short_bin.7	Sediment	True
sediment/bins/DRR310876_fairy_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.11.fa	sediment/bins/DRR310876_bwa_all_metabat2_short/DRR310876_fairy_all_metabat2_short_bin.8.fa	100.0	88.35	28.23	DRR310876_fairy_all_metabat2_short_bin.11	DRR310876_fairy_all_metabat2_short_bin.8	Sediment	True
